CSA_ID,Mailing_ST,Mailing_City,Mailing_State,Mailing_StateFIPS,Mailing_Zip,marketname,HQ_ST,HQ_City,HQ_State,HQ_StateFIPS,HQ_Zip,CSA_ManagerName,CSA_Email,CSA_Phone,CSA_Website,Available_Months,Available_Month1,Available_Month2,Available_Month3,Available_Month4,Available_Month5,Available_Month6,Available_Month7,Available_Month8,Available_Month9,Available_Month10,Available_Month11,Available_Month12,ProductList,CSA_organic,CSA_organicDesc,farming_practicesList,farming_practices_type_1,farming_practices_type_2,farming_practices_type_3,farming_practices_type_4,farming_practices_type_5,farming_practices_type_6,NumShares,ShareSizeList,SharesSize_full_half,SharesSize_full,SharesAvailablePurchaseDate,ItemsInShareBoxList,ItemsInShareBox_1,ItemsInShareBox_2,ItemsInShareBox_3,AccptdPmntList,AccptdPmnt_Cash,AccptdPmnt_Checks,AccptdPmnt_CreditCd,AccptdPmnt_SNAP,CSAPaymentTypeList,CSAPaymentType_1,CSAPaymentType_2,CSAPaymentType_3,CSAPaymentType_4,DeliverPickUpMethodList,DeliverPickUpMethod_1,DeliverPickUpMethod_2,DeliverPickUpMethod_3,DeliverPickUpMethod_4,NumNbrDelivery,NameNbrDelivery
3000927,,,,,,Field Goods Farm,2310 Annett St.,Boise,ID,16,83705,Lori Bevan,lori@fieldgoodsfarm.com,208-908-8049,www.fieldgoodsfarm.com,May; Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,1,1,1,1,1,1,0,0,Cut flowers; Fresh fruits; Fresh vegetables; ,2,,No pesticides; ,1,0,0,0,0,0,15,Full shares; Half shares; ,1,1,,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; ,1,0,0,0, Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,0,1,1,1,,
3003617,,,,,,Fields Farm,61915 Pettigrew Rd.,Bend,OR,41,97702,Jim Fields,fieldsfarmdeschutes@gmail.com,541-382-8059,fieldsfarm.org,Apr; May; Jun; Jul; Aug; Sep; Oct; Nov; Dec; ,0,0,0,1,1,1,1,1,1,1,1,1,Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,2,,No pesticides; No antibiotics; No hormones; Fair Labor practices;  biodynamic; ,1,1,1,1,0,0,30,Full shares; Half shares; by the bag; ,1,1,5/13/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; SNAP benefits (Bridge cards/EBT); ,1,1,0,1,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,1,0,1,1,1,; 
3001446,,,,,,First Root Farm,949 Main St.,Concord,MA,25,01742,Laura Sackton,firstrootfarm@gmail.com,617-504-8055,www.firstrootfarm.com,Jun; Jul; Aug; Sep; Oct; Nov; Dec; ,0,0,0,0,0,1,1,1,1,1,1,1,Cut flowers; Fresh vegetables; ,2,,No pesticides; ,1,0,0,0,0,0,175,Full shares; Half shares; ,1,1,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; online payments through dwolla; ,1,1,1,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,1,"Somerville,Massachusetts; "
3004331,,,,,,Fisher Family Farm & Ranch,,Dallas ,TX,48,75220,David Fisher,info@fisherfarmandranch.com,903-275-1811,www.fisherfarmandranch.com,Apr; May; Jun; Aug; Sep; Oct; Nov; ,0,0,0,1,1,1,0,1,1,1,1,0,Baked goods; Eggs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ,2,,Fair Labor practices; Humane treatment of animals; Pasture-raised/free range animals; ,0,0,0,1,1,1,50,Full shares; Half shares; ,1,1,,CSA decides product assortment based entirely on supply availability; CSA offers subscription options for specific product categories at the beginning of the delivery season; ,1,1,0,Cash; Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); ,1,1,1,1,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,4,"Coppell,Texas; McKinney,Texas; Dallas ,Texas; Arlington,Texas; "
3003001,,,,,,Fledging Crow Vegetables,122 A. Robare Rd.,Keeseville,NY,36,12944,Ian Ater and Lucas Christenson,fledgingcrow@gmail.com,518-834-5012,www.fledgingcrow.com,Jun; Jul; Aug; Sep; Oct; Nov; Dec; ,0,0,0,0,0,1,1,1,1,1,1,1,Fresh vegetables; ,2,,No pesticides; No antibiotics; No hormones; Fair Labor practices; ,1,1,1,1,0,0,,,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,
3000582,,,,,,Florida Fields to Forks ,1200 Corey Rd.,Malabar,FL,12,32950,Jan Pence or Brock Hall,Floridafieldstoforks@gmail.com,321-431-7259,www.floridafieldstoforks.com,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh fruits; Fresh vegetables; Honey; Mushrooms; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; ,1,Yes,No pesticides; No antibiotics; No hormones; Humane treatment of animals; Pasture-raised/free range animals; ,1,1,1,0,1,1,1000,"buy what they want, no ordering requirements; ",0,0,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; paypal; ,1,1,0,0,pay as you purchase; ,0,0,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3000583,,,,,,Florida Fresh Meat Company ,13770 S Highway 475,Ocala,FL,12,34491,Jan Costa,jan@floridafreshmeat.com,352-566-8586,http://www.floridafreshmeat.com,,0,0,0,0,0,0,0,0,0,0,0,0,Poultry/fowl meat/products; Red/non-poultry meat/products; ,2,,No antibiotics; No hormones; Humane treatment of animals; Pasture-raised/free range animals; ,0,1,1,0,1,1,500,Full shares; Half shares; Qtr eighth; ,1,1,7/1/2014,CSA decides product assortment based entirely on supply availability; CSA offers subscription options for specific product categories at the beginning of the delivery season; Customers choose from available products prior to each delivery; ,1,1,1,Cash; Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); ,1,1,1,1,One advance payment; Payments in installments; ,1,1,0,0, Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,0,1,1,1,,
3001572,,,,,,Flying Plow Farm CSA,96 Charles Johnson Farm Ln.,Rising Sun,MD,24,21911,Tom and Sarah,flyingplowfarm@gmail.com,443-686-9786,http://www.flyingplowfarm.com,May; Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,1,1,1,1,1,1,1,0,Cut flowers; Fresh vegetables; ,2,,No pesticides; No antibiotics; No hormones; Pasture-raised/free range animals; ,1,1,1,0,0,1,120,Full shares; ,0,1,5/20/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; Payment in installments prior to the harvest season; ,1,0,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,8,"Bel Air ,Maryland; Bel Air South ,Maryland; abingdon,Maryland; forrest hill ,Maryland; fallston,Maryland; joppa,Maryland; "
3005425,,,,,,Foggy Hill Farm,331 SQUANTUM Rd.,JAFFREY,NH,33,03452,Christine Pressman,Foggyhillfarmer@gmail.com,603-593-5325,https://www.facebook.com/FoggyHillFarmNH?ref=br_tf,Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,0,1,1,1,1,1,1,0,Cut flowers; Eggs; Fresh vegetables; Honey; ,1,Yes,,0,0,0,0,0,0,15,Full shares; Half shares; ,1,1,6/7/2014,CSA decides product assortment based entirely on supply availability; Customers may choose extra items each week; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; Payments in installments; ,1,1,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3000192,,,,,,Fogline Farm,7447 Glen Haven Rd.,Soquel,CA,6,95073,Caleb Barron,caleb@foglinefarm.com,831-212-2411,www.foglinefarm.com,May; Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,1,1,1,1,1,1,1,0,"Canned, preserved fruits/vegetables; Eggs; Fresh fruits; Fresh vegetables; ",1,Yes,,0,0,0,0,0,0,56,Full shares; ,0,1,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites; ,1,0,0,0,5,"Santa Cruz,California; Soquel,California; Monterey ,California; Scotts Valley,California; "
3002093,,,,,,Food Farm,2612 County Rd. 1,Wrenshall,MN,27,55797,Janaki Fisher-Merritt,info@foodfarm.us,218-384-4421,www.foodfarm.us,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Eggs; Fresh/dried herbs; Fresh vegetables; Poultry/fowl meat/products; ,1,Yes,Pasture-raised/free range animals; ,0,0,0,0,0,1,350,Full shares; ,0,1,,CSA offers subscription options for specific product categories at the beginning of the delivery season; ,0,1,0,Cash; Checks; ,1,1,0,0,One advance payment; ,1,0,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,15,"Wrenshall ,Minnesota; Cloquet ,Minnesota; Esko ,Minnesota; Duluth ,Minnesota; Superior ,Wisconsin; "
3001872,,,,,,Foodshed Farm,15870 Upton Rd.,East Lansing,MI,26,48823,Denae Friedheim,denae@foodshedfarm.com,517-703-4337,www.foodshedfarm.com,Jan; Feb; Jun; Jul; Aug; Sep; Oct; Nov; Dec; ,1,1,0,0,0,1,1,1,1,1,1,1,Coffee/tea; Cut flowers; Fresh vegetables; Maple products; Mushrooms; Wild harvested forest products; ,1,Yes, Sustainably Produced; ,0,0,0,0,0,0,30,Full shares; Half shares; Adventurous Eater Add-On; ,1,1,1/6/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); ,1,1,1,1,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,1,"Lansing ,Michigan; Bath ,Michigan; "
3005574,,,,,,Foodshed Farms CSA,1 World Ave.,Little Rock,AR,5,72202,Lesley Waterson,csa@heifer.org,501-907-2603,www.foodshedfarms.com,Apr; May; Jun; Jul; Aug; Oct; Nov; ,0,0,0,1,1,1,1,1,0,1,1,0,"Canned, preserved fruits/vegetables; Cut flowers; Dairy products; Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Poultry/fowl meat/products; ",2,,No pesticides; No antibiotics; No hormones; Fair Labor practices; Humane treatment of animals; Pasture-raised/free range animals;  transitioning to Organic; ,1,1,1,1,1,1,150,Full shares; Half shares; ,1,1,3/1/2014,CSA decides product assortment based entirely on supply availability; CSA offers subscription options for specific product categories at the beginning of the delivery season; ,1,1,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,1,0,1,1,3,"Little Rock ,Arkansas; North Little Rock ,Arkansas; "
3003009,,,,,,Fox Creek Farm,182 Fox Creek Farm Rd.,Schoharie,NY,36,12157,Raymond Luhrman,foxcreekfarmcsa@earthlink.net,518-872-2375,www.foxcreekfarmcsa.com,Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,0,1,1,1,1,1,1,0,Fresh fruits; Fresh vegetables; ,2,,,0,0,0,0,0,0,350,Full shares; Half shares; ,1,1,11/1/2013,CSA decides product assortment based entirely on supply availability; ,1,0,0,Checks; Debit/Credit cards; ,0,1,1,0,One advance payment; Payments in installments; discount by request; ,1,1,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,7,"Albany,New York; Altamont,New York; Delmar,New York; Clifton Park,New York; Schenectady,New York; "
3002096,,,,,,Foxtail Farm,124 280th St.,Osceola,WI,55,54020,Paul and Chris Burkhouse,foxtailcsa@yahoo.com,715-294-1762,www.foxtailcsa.com,Jan; Feb; Mar; Apr; May; Nov; Dec; ,1,1,1,1,1,0,0,0,0,0,1,1,"Baked goods; Canned, preserved fruits/vegetables; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; ",2,,No pesticides;  no herbicides; ,1,0,0,0,0,0,300,Full shares; ,0,1,8/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Checks; ,0,1,0,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites; ,1,0,0,0,,; 
3001018,,,,,,Freedom Organix,8406 Maxon Rd.,Harvard,IL,17,60033,Cynthia Nawiesniak,info@freedomorganix.com,847-910-1160,http//www.freedomorganix.com,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Cut flowers; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Mushrooms; Red/non-poultry meat/products; ,2,,No pesticides; No antibiotics; No hormones; Pasture-raised/free range animals; ,1,1,1,0,0,1,,Full shares; ,0,1,6/12/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; Payments in installments; ,1,1,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3003014,,,,,,Freedom Rains Farm,889 County Route 28,Pulaski,NY,36,13142,Beth Wells,customerservice@freedomrainsfarm.com,315-297-8525,www.freedomrainsfarm.com,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Fresh fruits; Fresh vegetables; Honey; ,1,Yes,,0,0,0,0,0,0,,Full shares; Half shares; 9 week share  Sep- Nov; ,1,1,12/1/2013,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites; ,1,0,0,0,16,"Syracuse ,New York; Watertown,New York; Oswego,New York; Fayetteville,New York; Manlius,New York; Cicero,New York; Fairmount,New York; "
3005422,,,,,,Fresh Earth Farms,6455 Oakgreen Ave S,Hastings,MN,27,55033,Christopher James,Chris@FreshEarthFarms.com,651-436-2778,http://www.freshearthfarms.com/,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Coffee/tea; Cut flowers; Dairy products; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ,1,Yes,No pesticides; No antibiotics; No hormones; Humane treatment of animals; Pasture-raised/free range animals; ,1,1,1,0,1,1,160,"Full shares; 2/3rds shares, single shares; ",0,1,10/1/2014,CSA decides product assortment based entirely on supply availability; CSA offers subscription options for specific product categories at the beginning of the delivery season; Customers choose from available products prior to each delivery; Customer selects items from those available in the pick-up area; ,1,1,1,Cash; Checks; ,1,1,0,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,8,"Woodbury ,Minnesota; Minneapolis,Minnesota; St. Paul ,Minnesota; Shoreview ,Minnesota; Eagan ,Minnesota; Maplewood,Minnesota; "
3003626,,,,,,Fresh Green Organic Garden,4010 Lower Klamath Lake Rd.,Klamath Falls ,OR,41,97603,Rick Walsh,rick@freshgreenorganics.com,541-891-1076,,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,1,Yes,No pesticides; No antibiotics; No hormones; Fair Labor practices; ,1,1,1,1,0,0,45,Full shares; ,0,1,,CSA decides product assortment based entirely on supply availability; ,1,0,0,,0,0,0,0,Payments in installments; ,0,1,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,1,; 
3001681,,,,,,Fresh Start Farms,PO Box 4792,Portland,ME,23,04104,Cultivating Community,fsf@cultivatingcommunity.org,207-761-4769,https://www.facebook.com/pages/Cultivating-Community/121633102232,Jul; Aug; Sep; ,0,0,0,0,0,0,1,1,1,0,0,0,Fresh/dried herbs; Fresh vegetables; ,2,,No pesticides; ,1,0,0,0,0,0,210,Full shares; Half shares; ,1,1,12/1/2013,CSA decides product assortment based entirely on supply availability; ,1,0,0,Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); PayPal; ,0,1,1,1,One advance payment; Payment installments for SNAP recipients; ,1,0,0,0, Deliver to neighborhood sites;  Deliver to subscribers’ workplaces; ,1,0,1,0,17,"Portland,Maine; Lewiston,Maine; Bath,Maine; New Gloucester,Maine; Auburn,Maine; Scarborough,Maine; Damariscotta,Maine; South Portland,Maine; Kennebunk,Maine; Westbrook,Maine; "
3003627,,,,,,Fresh To You Produce & Garden Center,41639 Stayton Scio Rd.,Stayton,OR,41,97383,Nancy Hendricks,ftyp@wvi.com,503-769-9682,www.ftyp.com,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,"Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Mushrooms; Nuts; Wild harvested forest products; ",2,,,0,0,0,0,0,0,40,Full shares; ,0,1,6/2/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); ,1,1,1,1,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,2,"Salem,Oregon; "
3001683,,,,,,Frith Farm,61 Ash Swamp Rd.,Scarborough,ME,23,04074,Daniel Mays,daniel@frithfarm.net,207-730-9077,www.frithfarm.net,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Cut flowers; Dairy products; Eggs; Fresh/dried herbs; Fresh vegetables; Honey; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; ,1,Yes,Pasture-raised/free range animals;  Heritage breed livestock; ,0,0,0,0,0,1,76,Full shares; ,0,1,12/1/2013,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Reduced subscription fees in exchange for labor; Reduced subscription fees based on household income; ,1,0,1,1, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3000632,,,,,,Front Porch Pickings,,Jacksonville to Daytona,FL,12,,Amie Keslar,fp@frontporchpickings.com,386.753.4565,http://fpp.deliverybizpro.com,Jan; Feb; Mar; Apr; May; Jun; Jul; Sep; Oct; Nov; Dec; ,1,1,1,1,1,1,1,0,1,1,1,1,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Eggs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Soap/body care products; ",1,Yes,,0,0,0,0,0,0,700,"Weekly, every other week, once a month deliveries; ",0,0,1/1/2014,Customers choose from available products prior to each delivery; ,0,0,1,Cash; Checks; Debit/Credit cards; ,1,1,1,0,Weekly payment due on delivery day; ,0,0,0,0, Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces; ,0,1,1,0,,
3002098,,,,,,Frost Farms,9052 Spring Lake Rd. NE,North Branch,MN,27,55056,Kati and Alan Bailey,katiandalan@frostfarmsmn.com,651-674-0812,www.frostfarmsmn.com,Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,0,1,1,1,1,1,1,0,"Canned, preserved fruits/vegetables; Eggs; Fresh/dried herbs; Fresh vegetables; Poultry/fowl meat/products; ",2,,No pesticides; No antibiotics; No hormones; Pasture-raised/free range animals; ,1,1,1,0,0,1,5,Full shares; Half shares; On Demand; ,1,1,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Paypal; ,1,1,0,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites; ,1,0,0,0,5,"Coon Rapids,Minnesota; North Branch ,Minnesota; Shoreview,Minnesota; Forest Lake,Minnesota; Wyoming,Minnesota; "
3005522,,,,,,Frostfire Farm,314 Collinstown Rd.,Union,ME,23,04862,Elaine Frost,ecfrost@fairpoint.net,207-845-2209,https://www.facebook.com/pages/Frostfire-Farm/119416441442676,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Eggs; Fresh vegetables; ,2,,,0,0,0,0,0,0,7,Full shares; Half shares; ,1,1,6/13/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,1,"Union,Maine; "
3005441,,,,,,Frosty Morning Farm,4211 State Route 13,Truxton,NY,36,13158,Alison Frost,frostymorningfarm@yahoo.com,607-842-6799,,May; Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,1,1,1,1,1,1,0,0,Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,1,Yes,,0,0,0,0,0,0,4,Full shares; Half shares; ,1,1,3/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3002099,,,,,,FruitShare.com,9798 75th Ave North,Stillwater,MN,27,55082,Everett Myers,everett@fruitshare.com,651-644-2800,www.fruitshare.com,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits; ,1,Yes,,0,0,0,0,0,0,490,Full shares; Half shares; Gifts; ,1,1,,CSA decides product assortment based entirely on supply availability; Customers choose from available products prior to each delivery; ,1,0,1,Checks; Debit/Credit cards; ,0,1,1,0,One advance payment; Payments in installments; Payment each delivery; ,1,1,0,0, Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces; ,0,1,1,0,,
3005141,,,,,,"Full Harvest Farm, LLC",7112 County Rd. S,Hartford,WI,55,53027,"Terry Vlossak, Charles J. Frase",fullharvestfarm@yahoo.com,262-673-6760,www.fullharvestfarm.com,Jun; Jul; Aug; Sep; Oct; Nov; Dec; ,0,0,0,0,0,1,1,1,1,1,1,1,Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,1,Yes, All items in CSA boxes are USDA certified organic and come from our farm.; ,0,0,0,0,0,0,210,"Full shares; Half shares; Our designations are different:  Family Share = 2 adults, 2 children/2 vegetarians, Couple Share = 2 adults/1 vegetarian, Every-Other-Week Share = Couple Share size delivered every other week.; ",1,1,2/3/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Checks; ,0,1,0,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,1,0,1,1,,"Brookfield,Wisconsin; Wauwatosa,Wisconsin; Racine,Wisconsin; Kenosha/Somers,Wisconsin; Milwaukee South,Wisconsin; Sussex,Wisconsin; New Berlin,Wisconsin; Waukesha,Wisconsin; Hartland,Wisconsin; Oconomowoc,Wisconsin; Delafield,Wisconsin; Menomonee Falls,Wisconsin; Pewaukee,Wisconsin; "
3000496,,,,,,Full Heart Farm,,Ledyard,CT,9,06335,Allyson Angelini,info@fullheartfarm.com,,www.fullheartfarm.com,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Cut flowers; Eggs; Fresh/dried herbs; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ,2,,No pesticides; No antibiotics; No hormones; Humane treatment of animals; Pasture-raised/free range animals; ,1,1,1,0,1,1,50,Full shares; ,0,1,5/16/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3003024,,,,,,G and S Orchards,825 Atlantic Ave.,Walworth,NY,36,14568,Gary Craft,gcraft@rochester.rr.com,315-524-3823,http://www.gandsorchards.com,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Cut flowers; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; ,2,," IPM, GAP; ",0,0,0,0,0,0,150,Full shares; Half shares; ,1,1,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; ,1,0,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3002102,,,,,,Gale Woods Farm,7210 County Rd. 110 West,Minnetrista,MN,27,55364,Tim Reese,treese@threeriversparkdistrict.org,763-694-2001,http://www.galewoodsfarm.org,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Cut flowers; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Maple products; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; ,2,,No pesticides; Humane treatment of animals; Pasture-raised/free range animals;  cage free laying hens; ,1,0,0,0,1,1,75,Full shares; Half shares; ,1,1,3/3/2014,customer choose items at a market style pick up.; ,0,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3005428,,,,,,Garden  Fresh Farms,1065 Hwy 36,St. Paul,MN,27,55109,DJ Roeser,djroeser@gardenfreshfarms.com,612-886-6631,gardenfreshfarms.org,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,"Baked goods; Canned, preserved fruits/vegetables; Fresh/dried herbs; Fresh vegetables; Honey; Juices/non-alcoholic ciders; Mushrooms; ",2,,No pesticides; No antibiotics; No hormones; Fair Labor practices; Humane treatment of animals;  Aquaponic; ,1,1,1,1,1,0,60,Full shares; ,0,1,1/1/2014,CSA offers subscription options for specific product categories at the beginning of the delivery season; ,0,1,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; ,1,0,0,0, Deliver to neighborhood sites;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,1,0,1,1,,"St. Paul ,Minnesota; Roseville ,Minnesota; Little Canada ,Minnesota; Maplewood ,Minnesota; Minneapolis ,Minnesota; "
3005455,,,,,,Garrett Growers Cooperative,"1916 MD Hwy, Ste A",Oakland,MD,24,21550,,info@GarrettGrowers.com,240-321-9636,http://www.garrettgrowers.com/,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Cut flowers; Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,2,,,0,0,0,0,0,0,16,Full shares; ,0,1,5/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces; ,1,1,1,0,1,"Mountain Lake Park ,Maryland; "
3000497,,,,,,George Hall Farm,180 Farms Rd.,Simsbury,CT,9,06070,George Hall,georgehallfarm@att.net,860-658-9297,http://www.georgehallfarm.com,Mar; Apr; May; Jun; Jul; Aug; Sep; Oct; Nov; Dec; ,0,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
