FMID,MarketName,createTime,updateTime,finishTime,Mailing_State,Mailing_StateFIPS,Mailing_City,Mailing_ST,Mailing_Zip,Market_ManagerName,FH_ContactTitle,Market_Email,Market_Phone,Market_Website,Market_Facebook,Market_Twitter,Location_State,Location_StateFIPS,Location_County,Location_CountyFIPS,Location_ST,Location_City,Location_Zip,Location_Desc,EstablishYear,Legal_Status,Legal_StatusDesc,OperationMonthList,OperationM_01,OperationM_02,OperationM_03,OperationM_04,OperationM_05,OperationM_06,OperationM_07,OperationM_08,OperationM_09,OperationM_10,OperationM_11,OperationM_12,Organic,OrganicDesc,ProductList,BakedGoods,Jams,Coffee,Flowers,Cheese,Beans,Eggs,Seafood,Herbs,Fruits,Vegetables,Grains,Recycled,Honey,Juices,Maple,Mushrooms,Nuts,Petfood,Poultry,Meat,Soap,Tofu,WildHarvested,Wine,ProductListExclusivelylocal,ProductListOnlyLocalWhenA,ProductListLocalNonLocal,ProductListNonlocal,Local_BakedGoods,Local_Processed,Local_Coffee,Local_Flowers,Local_Dairy,Local_DryBeans,Local_Eggs,Local_Seafood,Local_Herbs,Local_Fruits,Local_Vegetables,Local_Grains,Local_Recycled,Local_Honey,Local_Juices,Local_Maple,Local_Mushrooms,Local_Nuts,Local_Petfood,Local_Meat,Local_NonPoultry,Local_Soap,Local_Protein_NonAnim,Local_WildForest,Local_Wine,PracticeList,Practices_CertifiedOrganic,Practices_NaturallyGrown,Practices_PestManagement,Practices_NonCertifiedOrganic,Practices_FreeRange,Practices_GrassFed,Practices_AntibioticFree,Practices_Marine,Practices_ChemicalFree,Practices_GAP,Practices_GHP,Practices_CertifiedHumane,Practices_AnimalWelfare,Practices_FairTrade,F2BList,F2B_LargeSupermarkets,F2B_SmallGroceryStores,F2B_CornerStores,F2B_FoodRetail,F2B_Restaurants,F2B_Caterers,F2B_Distributors,F2B_FoodProcessors,F2B_PreK,F2B_K12,F2B_Colleges,F2B_Hospitals,F2B_SeniorCare,F2B_Government,F2CList,F2C_BuyingClubs,F2C_Online,F2C_YourStorefront,F2C_CSA,F2C_FarmersMarkets,F2C_Mobile,F2C_FarmStands,ProcurementList,procurement1,procurement2,OpserviceList,OPservice_Aggregation,OPservice_Production,OPservice_Distribution,OPservice_Brokering,OPservice_SharedUse,OPservice_Packaging,OPservice_ProductStorage,OPservice_Canning,OPservice_Freezing,OPservice_Cutting,PSServiceList,PSService_Marketing,PSService_Branding,PSService_Demonstration,PSService_ProductionTraining,PSService_BusinessManagement,PSService_PaidConsult,PSService_FoodSafety,PSService_Liability,PSService_Transportation,CSServiceList,CSService_PaidYouth,CSService_SNAP,CSService_WIC,CSService_MatchingSNAP,CSService_Cooking,CSService_Meal,CSService_HealthScreenings,CSService_Transportation,CSService_MobileMarket,CSService_Subsidized,CSService_Education,CSService_otherEducation,CSService_FoodDonation
5000148,Local Roots Market & Café (Wooster Local Foods Cooperative),,2014-09-17 00:10:12,2014-09-17 00:10:12,Ohio,39,Wooster,140 S. Walnut Street,44691,Melissa Williams,Manager,roots@localrootswooster.com,330-263-5336,http://www.localrootswooster.com,https://www.facebook.com/pages/Local-Roots-Market-Caf%C3%A9/142459175781117,,Ohio,39,Wayne,169,140 S. Walnut Street,Wooster,44691,,2009,4,Producer-Consumer Cooperative,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; ready to eat foods; ",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; ",,,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your own storefront retail; ,0,0,1,0,0,0,0,We take ownership of the products and resell to customers; We sell on a consignment basis and take a commission on products sold; ,1,1,Aggregation; Distribution services; Shared use kitchen; Packaging/Repackaging; Product storage; Freezing; Cutting; ,1,0,1,0,1,1,1,0,1,1,Marketing and promotional services; ,1,0,0,0,0,0,0,0,0,Accepting SNAP; Nutrition or cooking education; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,1,0,0,1,0,0,0,0,0,1,1,1
5000026,LoCo Food Distribution,,2014-07-25 10:13:16,2014-07-25 10:13:16,Colorado,08,Fort Collins,229 N US HWY 287,80524,Elizabeth Mozer,CEO/COO,info@LoCoFoodDistribution.com,9704933663,http://www.locofooddistribution.com,https://www.facebook.com/LoCoFoodDistribution,,Colorado,08,Larimer,069,229 N US HWY 287,Fort Collins,80524,,2011,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; ",1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; ",,,,1,1,1,,1,1,1,,1,1,1,1,,1,1,,1,1,,1,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Food retail cooperatives; Restaurants; Colleges/Universities; Hospitals; Government or corporate cafeterias; ",1,1,1,1,1,0,0,0,0,0,1,1,0,1,,0,0,0,0,0,0,0,We take ownership of the products and resell to customers; ,1,0,Distribution services; Product storage; ,0,0,1,0,0,0,1,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Business management services or guidance; Food safety and/or GAP Training; ,1,1,0,0,1,0,1,0,0,Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,0,0,1
5000321,Lucky Dog Local Food Hub,2014-11-02 08:30:54,2014-11-02 08:42:11,2014-11-02 08:42:11,New York,36,Hamden,35796 State Highway 10,13782,Sonia Janiszewski,,hub@luckydogorganic.com,914-720-1020,http://www.luckydogorganic.com/,https://www.facebook.com/Lucky.Dog.Farm.And.Store,,New York,36,Delaware,025,,Hamden,13782,Located on Main Street/State Highway 10 in the middle of Hamden.,2012,0,,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Maple products; Poultry/fowl meat/products; ,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Maple products; Poultry/fowl meat/products; ,,,,,,,,1,,1,,1,1,1,1,,,,1,,,,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small independent grocery stores; Food retail cooperatives; Restaurants; ,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Buying clubs; Farmers markets; ,1,0,0,0,1,0,0,The Hub transports pre-sold products to buyers in NYC for a fee; ,0,0,Aggregation; Distribution services; Brokering services; Product storage; ,1,0,1,1,0,0,1,0,0,0,Marketing and promotional services; Production and post-harvest handling training; Business management services or guidance; Liability insurance that you offer producers; Transportation services; ,1,0,0,1,1,0,0,1,1,Paid employment opportunities for youth; Accepting SNAP; WIC or FMNP benefits; ,1,1,1,0,0,0,0,0,0,0,0,0,0
5000313,Maine Lobster Now,2014-10-13 14:24:47,2014-10-13 14:28:02,2014-10-13 14:28:02,Maine,23,South Portland,104 Thadeus St,04106,Maine Lobster Now,,info@mainelobsternow.com,2077998222,http://www.mainelobsternow.com,http://www.facebook.com/mainelobsternow,http://www.twitter.com/mainelobsternow,Maine,23,Cumberland,005,,South Portland,,,2012,5,S Corp,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,,,Poultry/fowl meat/products; Lobster; ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Poultry/fowl meat/products; ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
5000018,Mandela MarketPlace,,2014-08-14 17:31:38,2014-08-14 17:31:38,California,06,Oakland,1364 7th Street,94607,Mariela Cedeño,"Director, Social Enterprise & Communications",mariela@mandelamarketplace.org,(510) 433-0993,http://www.mandelamarketplace.org/,https://www.facebook.com/pages/Mandela-Marketplace/131273713549358,https://twitter.com/MandelaMarket,California,06,Alameda,001,1364 Seventh Street,Oakland,94607,,2006,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Fresh fruits; Fresh vegetables; Grains/flour; ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Grains/flour; ,Fresh fruits; Fresh vegetables; ,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,"USDA Certified Organic; Non-Certified, but Practicing Organic; ",1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Food retail cooperatives; Restaurants; Caterers, bakeries; corporate wellness programs; ",1,1,1,1,1,1,0,0,0,0,0,0,0,0,community produce stands; ,0,0,0,0,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; ,1,0,1,0,0,0,0,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Transportation services; ,1,1,0,0,0,0,0,0,1,Paid employment opportunities for youth; Accepting SNAP; Nutrition or cooking education; Operating a mobile market; Other education or community awareness programs; Food donation to local food pantries/banks; ,1,1,0,0,1,0,0,0,1,0,0,1,1
5000065,Massachusetts Local Food Cooperative,,2014-07-30 13:12:11,2014-07-30 13:12:11,Massachusetts,25,Westminster,PO Box 26,01473,Mae Zagami,President,Masslocalfood@gmail.com,9785670717,http://www.masslocalfood.org,,,Massachusetts,25,Middlesex,017,114 Coburn Avenue,Gardner,01440,,2009,6,C Corp,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",,,,1,1,1,1,1,,1,,1,1,1,1,,1,,1,,,1,1,1,1,,1,,"USDA Certified Organic; Certified Naturally Grown; Integrated Pest Management; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Antibiotic Free; Chemical Free; Good Agricultural Practices - (GAP)-Certified; Certified Humane; Animal Welfare Approved; ",1,1,1,1,1,1,1,0,1,1,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Co-op Members; ,0,0,0,0,0,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Aggregation; Distribution services; ,1,0,1,0,0,0,0,0,0,0,Marketing and promotional services; ,1,0,0,0,0,0,0,0,0,Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,0,0,1
5000271,Milton's Local,2014-08-24 12:26:31,2014-08-24 12:33:22,2014-08-24 12:33:22,Virginia,51,Hopewell,P.O. Box 1293,23860,M. James Faison,President,james@miltonslocal.com,8049252644,www.miltonslocal.com,https://www.facebook.com/miltonslocal,www.twitter.com/miltonslocal,Virginia,51,Richmond City,760,3811 Castlewood Rd.,Richmond,23234,,2012,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,Poultry/fowl meat/products; Red/non-poultry meat/products; ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Poultry/fowl meat/products; Red/non-poultry meat/products; ,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,Antibiotic Free; ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Small independent grocery stores; Food retail cooperatives; Restaurants; Colleges/Universities; Hospitals; ,0,1,0,1,1,0,0,0,0,0,1,1,0,0,Buying clubs; CSA shares; ,1,0,0,1,0,0,0,We take ownership of the products and resell to customers; We sell on a consignment basis and take a commission on products sold; ,1,1,Aggregation; Distribution services; Brokering services; Product storage; ,1,0,1,1,0,0,1,0,0,0,Marketing and promotional services; Business management services or guidance; Liability insurance that you offer producers; Transportation services; ,1,0,0,0,1,0,0,1,1,Paid employment opportunities for youth; ,1,0,0,0,0,0,0,0,0,0,0,0,0
5000268,Montana Co-op,2014-08-21 23:28:32,2014-08-21 23:38:38,2014-08-21 23:38:38,Montana,30,Polson,401 Main Street,59860,Jason Mooe,,jason@montanacoop.com,4062851149,http://www.montanacoop.com/,https://www.facebook.com/montanacoop,,Montana,30,Lake,047,401 Main Street,Polson,59860,Corner of Main St. and 4th Avenue.,2013,4,Producer-Consumer Cooperative,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; Wine/spirits/beer/hard cider; prepared smoothies, juices, and healthy foods.; ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; Wine/spirits/beer/hard cider; ",,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Chemical Free; Good Handling Practices (GHP)-Certified; ",0,0,0,1,1,0,0,0,1,0,1,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; Government or corporate cafeterias; ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,Buying clubs; On-line store; Your own storefront retail; CSA shares; Farmers markets; Mobile retail units/food trucks; Farm stands; ,1,1,1,1,1,1,1,We sell on a consignment basis and take a commission on products sold; ,0,1,Aggregation; Production such as operating a farm or ranch; Distribution services; Brokering services; Shared use kitchen; Packaging/Repackaging; Product storage; Canning; Freezing; Cutting; ,1,1,1,1,1,1,1,1,1,1,Marketing and promotional services; Branding/labeling products to indicate origin of product; Demonstration/Incubator farm; Production and post-harvest handling training; Business management services or guidance; Paid consulting; Food safety and/or GAP Training; Liability insurance that you offer producers; Transportation services; ,1,1,1,1,1,1,1,1,1,Paid employment opportunities for youth; Accepting SNAP; WIC or FMNP benefits; Matching programs for SNAP benefits; Nutrition or cooking education; Meal preparation; Health screenings; Transportation services; Operating a mobile market; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,1,1,1,1,1,1,1,1,1,1,1,1,1
5000331,Moss Funnel Farms,2014-12-19 17:07:05,2014-12-19 17:20:10,2014-12-19 17:20:10,Michigan,26,Bangor,61687 34th Ave,49013,Frank Corrado,,sales@joesblueberries.com,269-206-2926,http://www.joesblueberries.com,,,Illinois,17,Cook,031,8424 West 47th Street,Lyons,60534,,2014,11,No formal legal structure,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,frozen blueberries; ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non-Certified, but Practicing Organic; ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,Large supermarkets or supercenters; Small independent grocery stores; Food retail cooperatives; Restaurants; Distributors; K-12 school food service; Senior care facilities; Government or corporate cafeterias; ,1,1,0,1,1,0,1,0,0,1,0,0,1,1,On-line store; CSA shares; Farmers markets; Farm stands; ,0,1,0,1,1,0,1,We take ownership of the products and resell to customers; ,1,0,Aggregation; Production such as operating a farm or ranch; Distribution services; Packaging/Repackaging; Product storage; ,1,1,1,0,0,1,1,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Demonstration/Incubator farm; ,1,1,1,0,0,0,0,0,0,Accepting SNAP; Subsidized farm shares; ,0,1,0,0,0,0,0,0,0,1,0,0,0
5000274,"Nardella, Inc. Wholesale Fruit and Produce",2014-08-25 13:05:04,2014-08-25 14:00:37,2014-08-25 14:00:37,Pennsylvania,42,Philadelphia,6700 Essington Ave G4-6,19153,Judith McDonald,Manager,judy@nardellainc.com,(215)336-1558,www.NardellaInc.com,https://www.facebook.com/pages/Nardella-Inc-Produce/230252000366858?ref=hl,,Pennsylvania,42,Philadelphia,101,6700 Essington Ave.  Units G4-6,Philadelphia,19153,East access from Interstate 95 and area bridges.,1983,5,S Corp,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,,,,,,,3,,,3,3,3,,,,,,,,,,,,,,,Good Agricultural Practices - (GAP)-Certified; Good Handling Practices (GHP)-Certified; ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; Government or corporate cafeterias; ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,Buying clubs; Farmers markets; Mobile retail units/food trucks; Farm stands; ,1,0,0,0,1,1,1,We take ownership of the products and resell to customers; We sell on a consignment basis and take a commission on products sold; ,1,1,Distribution services; ,0,0,1,0,0,0,0,0,0,0,Marketing and promotional services; ,1,0,0,0,0,0,0,0,0,Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,0,1,1
5000283,Nebraska Food Cooperative,2014-08-26 22:02:42,2014-08-26 22:29:15,2014-08-26 22:29:15,Nebraska,31,Belgrade,45150 State Hwy. 52,68623,Caryl Guisinger,NFC General Manager,gm@nebraskafood.org,308-357-1000,www.nebraskafood.org,https://www.facebook.com/NebraskaFoodCooperative,https://twitter.com/NebraskaFood,Nebraska,31,Douglas,055,,Omaha,,"NFC is a year-round, ON-LINE farmers market that has statewide customers and producers.  There is no physical location, but we have over 26 drop points throughout the eastern third of Nebraska.",2006,4,Producer-Consumer Cooperative,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Restaurants; Caterers, bakeries; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; ",1,1,0,0,1,1,0,0,1,1,1,1,1,0,On-line store; ,0,1,0,0,0,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Distribution services; ,0,0,1,0,0,0,0,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; Food safety and/or GAP Training; Transportation services; ,1,1,0,1,0,0,1,0,1,Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; Offer drop points close to consumer's homes.; ,0,0,0,0,0,0,0,0,0,0,1,1,1
5000272,New Hope Farm,2014-08-24 21:24:03,2014-08-24 21:50:36,2014-08-24 21:50:36,South Dakota,46,Rapid City,5161 Lamb Rd,57703,Zita Kwartek,,nhf1@juno.com,605-390-2119,,,,South Dakota,46,Pennington,103,5161 Lamb Rd,Rapid City,57703,"On Hwy 79 South, take a left at the Landfill and take a left onto Old Folsom Rd - at 3 miles past Forest Products take a left onto Lamb Rd; go over the hill and across the RR tracks - farm on the right",1991,11,No formal legal structure,Apr; May; Jun; Jul; Aug; Sep; Oct; Nov;,0,0,0,1,1,1,1,1,1,1,1,0,2,,Baked goods; Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Baked goods; Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,,,2,,,,,2,,,2,2,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurants; ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Farmers markets; ,0,0,0,0,1,0,0,Raise own crops and buy from other farmers that don't have enough to sell at Farmers Markets; ,0,0,Production such as operating a farm or ranch; Distribution services; Packaging/Repackaging; Product storage; ,0,1,1,0,0,1,1,0,0,0,Marketing and promotional services; ,1,0,0,0,0,0,0,0,0,Accepting SNAP; Nutrition or cooking education; Food donation to local food pantries/banks; ,0,1,0,0,1,0,0,0,0,0,0,0,1
5000293,New Root's Fresh Stop Project,2014-09-03 23:33:52,2014-09-03 23:41:11,2014-09-03 23:41:11,Kentucky,21,Louisville/Jefferson County metro government (balance),P.O. Box 4421,40204,Karyn Moskowitz,,info@newrootsproduce.org,502-509-6770,www.newrootsproduce.org,https://www.facebook.com/newroots,https://twitter.com/NewRootsFreshSt,Kentucky,21,Jefferson,111,4509 W. Market Street,Louisville/Jefferson County metro government (balance),40212,This is the New Roots office. Our food hubs are scattered around the City. Please see exact locations on our website www.newrootsproduce.org.,2009,1,Non-Profit,May; Jun; Jul; Aug; Sep; Oct; Nov; Dec;,0,0,0,0,1,1,1,1,1,1,1,1,2,,Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ,,,,,,,,,,1,,1,1,1,,,,,,,,,1,1,,,,,"Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Antibiotic Free; Chemical Free; Good Agricultural Practices - (GAP)-Certified; ",0,0,0,1,1,1,1,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buying clubs; CSA shares; ,1,0,0,1,0,0,0,"Shareholders pre order and pay farmers upon delivery to the Freshs Stop site. No ""profit"" for the food hub (we are a nonprofit organization); ",0,0,Aggregation; Distribution services; Brokering services; ,1,0,1,1,0,0,0,0,0,0,Marketing and promotional services; ,1,0,0,0,0,0,0,0,0,Accepting SNAP; Matching programs for SNAP benefits; Nutrition or cooking education; Meal preparation; Health screenings; Transportation services; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; ,0,1,0,1,1,1,1,1,0,1,1,1,0
5000278,Next Generation Foods,2014-08-25 17:37:10,2014-08-25 17:39:33,,California,06,Olivehurst,2640 Hoffman Rd.,95961,Michael Bosworth,,msbosworth@gmail.com,530-632-6784,www.nextgenfoods.com,,,California,06,Sutter,101,2640 Hoffman Rd.,Olivehurst,95961,,2006,5,S Corp,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Grains/flour; Nuts; ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Canned, preserved fruits/vegetables; Grains/flour; Nuts; ",,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
