OF_ID,createTime,updateTime,finishTime,Location_ST,Location_City,Location_State,Location_StateFIPS,Location_Zip,marketname,Market_Website,Market_Facebook,Market_Twitter,season1_date,season1_time,season1_notes,season1_products,season2_date,season2_time,season2_notes,season2_products,season3_date,season3_time,season3_notes,season3_products,season4_date,season4_time,season4_notes,season4_products,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,ActivityList,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,Activity_9,Activity_10,Activity_11,FacilitiesList,Facilities_1,Facilities_2,Facilities_3,Facilities_4,Facilities_5,Payment_2,Payment_3,Payment_4,Payment_1
4017283,2014-08-25 10:25:49,2014-08-25 10:32:17,2014-08-25 10:32:17,260 Patterson Rd,Box Springs,Georgia,13,31801,Findley Farms,Findleyfarm.com,,,01/01/2014 to 12/31/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 2:00 PM - 6:00 PM;,,Eggs;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017207,2014-08-20 18:31:12,2014-08-20 18:37:54,2014-08-20 18:37:54,1700 Orr Springs Rd,Ukiah,California,06,95482,Finley's Mountain Ranch,www.finleysmountainranch.com,,,02/01/2014 to 11/01/2014,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0
4017382,2014-09-03 10:19:13,2014-09-03 10:26:51,2014-09-03 10:26:51,5537 Wool Mill Road,Glenville,Pennsylvania,42,17329,Firefly Farm PA,,https://www.facebook.com/pages/Firefly-Farm-PA/117241838301654,,,,Please call or email to check availability. Thank you!,Eggs;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,0,0,0
4014442,,2014-08-12 14:48:00,2014-08-12 14:48:00,2225 Lonsdale Blvd E.,Northfield,Minnesota,27,55057,"Fireside Orchard and Gardens, Inc.",http://www.firesideorchard.com,https://www.facebook.com/pages/Fireside-Orchard/142630532262,,08/18/2014 to 12/31/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,Start of season varies by year and crop - please call ahead to confirm!,Baked goods; Canned or preserved food; Coffee and/or tea; Dairy products; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products; Prepared foods;,,,,,,,,,,,,,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"Pick Your Own/U-Pick operation; Tours of manufacturing facilities;  Other: Antique tractors, rose gardens, picnic pavilion, garden pond;",0,0,0,0,1,1,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4017416,2014-09-09 15:39:40,2014-09-09 15:47:44,2014-09-09 15:47:44,8614 Ames Lake-Carnation Rd NE,Carnation,Washington,53,98014,First Light Farm,www.firstlightfarm.wordpress.com,https://www.facebook.com/firstlightfarm1,,05/01/2014 to 10/31/2014,Thu: 10:30 AM - 6:00 PM;Fri: 10:30 AM - 6:00 PM;Sat: 10:30 AM - 6:00 PM;Sun: 10:30 AM - 6:00 PM;,,Cut flowers; Dry beans; Fresh vegetables; Grains and/or flour; Honey;,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Pick Your Own/U-Pick operation; Hay rides; ",1,1,1,1,1,0,0,1,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,0,0
4015331,,2014-08-24 14:15:29,2014-08-24 14:15:29,12971 St. Croix Trail  S.,Hastings,Minnesota,27,55033,Fischers Croix Farm Orchard,fischerscroixfarmorchard.com,,,09/02/2014 to 11/30/2014,Tue: 9:30 AM - 5:00 PM;Wed: 9:30 AM - 5:00 PM;Thu: 9:30 AM - 5:00 PM;Fri: 9:30 AM - 5:00 PM;Sat: 9:30 AM - 5:00 PM;Sun: 9:30 AM - 5:00 PM;,closed Mondays,Fresh fruits; Honey; Juices; Maple products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; Corn maze; ,0,0,0,0,1,0,0,0,1,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,1,0
4014000,,2014-07-27 02:27:24,2014-07-27 02:27:24,11366 Hahn Rd,Sealy,Texas,48,77474,Flaylers Fruit Farm,,,,05/01/2014 to 12/01/2014,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;Sun: 12:00 AM - 6:00 PM;,,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,0,0,0
4016921,,2014-07-28 12:51:00,2014-07-28 12:51:00,110 Ducktown Road,York,Pennsylvania,42,17347,Flinchbaughs Orchard and Farm Market,http://www.flinchbaughsorchard.com,https://www.facebook.com/FlinchbaughsOrchard,https://twitter.com/FlinchsOrchard,03/28/2014 to 12/31/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 4:00 PM;,,Baked goods; Bedding plants; Canned or preserved food; Coffee and/or tea; Crafts and/or woodworking items; Cut flowers; Dairy products; Eggs; Herbs; Fresh fruits; Fresh vegetables; Grains and/or flour; Honey; Juices; Maple products; Nuts; Poultry products; Prepared foods; Non-poultry meat;,,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Pick Your Own/U-Pick operation; Hay rides; Corn maze;  Other: Farm festivals;,1,1,0,0,1,0,0,1,1,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4017545,2014-11-01 12:56:48,2014-11-01 13:18:56,2014-11-01 13:18:56,1922 Flint Hill Road ,Coopersburg,Pennsylvania,42,18036,"Flint Hill Farm Educational Center, Inc",www.flinthillfarm.org,"FlintHillFarmEducationalCenter, Inc.",,01/01/2014 to 12/31/2014,Mon: 6:00 AM - 6:00 PM;Tue: 6:00 AM - 6:00 PM;Wed: 6:00 AM - 6:00 PM;Thu: 6:00 AM - 6:00 PM;Fri: 6:00 AM - 6:00 PM;Sat: 6:00 AM - 6:00 PM;Sun: 6:00 AM - 6:00 PM;,,Canned or preserved food; Dairy products; Eggs; Herbs; Honey;,01/01/2015 to 12/01/2015,Mon: 6:00 AM - 6:00 PM;Tue: 6:00 AM - 6:00 PM;Wed: 6:00 AM - 6:00 PM;Thu: 6:00 AM - 6:00 PM;Fri: 6:00 AM - 6:00 PM;Sat: 6:00 AM - 6:00 PM;Sun: 6:00 AM - 6:00 PM;,,Canned or preserved food; Dairy products; Eggs; Herbs; Honey;,,,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Family/ youth activities;  Tours of manufacturing facilities; Petting zoo;  Other: Farm Stay;,1,1,0,1,0,1,0,0,0,1,0,Hand washing station(s); Picnic areas without tables; ,1,0,1,0,0,1,1,1,0
4003694,,2014-09-16 11:47:29,2014-09-16 11:47:29,8564 County Road 4912,Ladonia,Texas,48,75449,FLOHAS Farms,flohasfarms.com,,,01/01/2014 to 12/31/2014,Mon: 11:00 AM - 1:00 PM;Tue: 11:00 AM - 1:00 PM;Wed: 11:00 AM - 1:00 PM;Thu: 11:00 AM - 1:00 PM;Fri: 11:00 AM - 1:00 PM;Sat: 11:00 AM - ;,A quick call before you leave would be appreciated:  903.505.1374,Eggs; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017146,2014-08-05 00:58:27,2014-08-05 01:02:05,,4295 Moyer Road,Williamston,Michigan,26,48895,FlowerEssence of Blue Barn Farm,,https://www.facebook.com/FlowerEssenceLlcAndBlueBarnFarmMarket?ref=hl,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
4013942,,2014-09-30 16:25:03,2014-09-30 16:25:03,6843 State Route 54,Mechanicsburg,Ohio,39,43044,Folck Family Farm,folckfamilyfarm.net,folckfamilyfarm,,05/15/2015 to 07/01/2015,Mon: 8:00 AM - 4:00 PM;Tue: 8:00 AM - 4:00 PM;Wed: 8:00 AM - 4:00 PM;Thu: 8:00 AM - 4:00 PM;Fri: 8:00 AM - 4:00 PM;Sat: 8:00 AM - 4:00 PM;Sun: 9:00 AM - 2:00 PM;,U pick open rain or shine,Fresh fruits; Fresh vegetables; Honey; Maple products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Pick Your Own/U-Pick operation; Petting zoo; ",1,1,1,1,1,0,0,0,0,1,0,Hand washing station(s); Picnic areas without tables; ,1,0,1,0,0,1,1,1,0
4001096,,2014-08-13 12:43:07,2014-08-13 12:43:07,5959 Lambert Road,Orient,Ohio,39,43146,Folsom & Pine Farm,www.folsomandpine.com,https://www.facebook.com/folsomandpine,https://www.twitter.com/FolsomPineFarm,08/01/2014 to 11/01/2014,Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,"Community Farmer's Market,  9 a.m. - 1 p.m. Saturdays, 9/20 - 11/1",Bedding plants; Fresh vegetables; Honey; Soap;,03/14/2015 to 04/30/2015,Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,,Bedding plants; Coffee and/or tea; Fresh vegetables; Honey; Prepared foods; Soap;,05/01/2015 to 07/31/2015,Mon: 10:00 AM - 8:00 PM;Tue: 10:00 AM - 8:00 PM;Wed: 10:00 AM - 8:00 PM;Thu: 10:00 AM - 8:00 PM;Fri: 10:00 AM - 8:00 PM;Sat: 9:00 AM - 8:00 PM;Sun: 10:00 AM - 6:00 PM;,,Bedding plants; Coffee and/or tea; Herbs; Fresh vegetables; Honey; Nursery stock; Soap;,,,,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  ",1,1,1,1,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4017353,2014-08-29 13:45:38,2014-08-29 13:51:01,2014-08-29 13:51:01,930 County Line Road,Alexandria,Tennessee,47,37012,Folsom Farms,folsomfarms.com,,,01/01/2014 to 12/31/2014,,,Crafts and/or woodworking items; Eggs;,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4004162,,2014-09-30 18:32:09,2014-09-30 18:32:09, 55 Long Lane (EECO Farm Stand),East Hampton,New York,36,11937,"Food Pantry Farm, Inc. @ the EECO Farm Stand",www.foodpantryfarm.org,www.facebook.com/FoodPantryFarm,,05/21/2015 to 09/27/2015,Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 5:00 PM;,The Farm Stand is closed Monday-Wednesday so we may harvest and deliver to the Food Pantries .,Baked goods; Canned or preserved food; Cut flowers; Dairy products; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Juices; Mushrooms; Prepared foods;,,,,,,,,,,,,,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Celebrations/ corporate events; Educational tours/ classes; ,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4014520,,2014-07-27 11:13:10,2014-07-27 11:13:10,23200 CR 1480,Cyril,Oklahoma,40,73029,Forbidden Fruits Farm,www.forbiddenfruitsfarm.com,www.facebook.com/forbiddenfruitsfarm,,06/01/2014 to 10/01/2014,Fri: 1:00 PM - 6:00 PM;Sat: 1:00 PM - 6:00 PM;,,Coffee and/or tea; Eggs; Herbs; Fresh vegetables; Non-poultry meat; Wine;,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Pick Your Own/U-Pick operation; Tours of manufacturing facilities;  Other: Vineyard tours;",1,1,1,1,1,1,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas without tables; Picnic areas with tables; ,1,1,1,1,0,1,0,1,0
4017501,2014-10-03 22:57:36,2014-10-03 23:05:06,2014-10-03 23:05:06,8495 E CR 900 N,Sunman,Indiana,18,47041,Fork Right Farm,www.forkrightfarm.com,https://www.facebook.com/ForkRightFarm,,01/01/2014 to 12/31/2014,Mon: 5:00 PM - 6:00 PM;Tue: 5:00 PM - 6:00 PM;Wed: 5:00 PM - 6:00 PM;Thu: 5:00 PM - 6:00 PM;Fri: 5:00 PM - 6:00 PM;Sat: 5:00 PM - 6:00 PM;,,Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); ",1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017431,2014-09-12 10:09:51,2014-09-12 10:14:05,2014-09-12 10:14:05,9791 Paragon Rd,Centerville (Montgomery County),Ohio,39,45458,Foster's Farmhouse LLC,www.fostersfarmhouse.com,,,01/01/2014 to 12/31/2014,,Please call for available products.,Canned or preserved food; Eggs; Fresh vegetables; Honey; Maple products; Non-poultry meat;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017165,2014-08-06 21:30:04,2014-08-06 21:41:35,2014-08-06 21:41:35,719 East State Street,Cherry Valley,Illinois,17,61016,Four Sisters Organic Farm,,https://www.facebook.com/FourSistersOrganicFarm,,,Tue: 3:00 PM - 6:00 PM;Wed: 3:00 PM - 6:00 PM;Thu: 3:00 PM - 6:00 PM;Fri: 3:00 AM - 6:00 PM;Sat: 12:00 PM - 5:00 PM;Sun: 12:00 PM - 5:00 PM;,Farm stand will not operate during extreme weather.,Cut flowers; Dry beans; Herbs; Fresh fruits; Fresh vegetables; Wild harvested forest products;,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017247,2014-08-22 23:06:18,2014-08-22 23:55:40,2014-08-22 23:55:40,3625 Old Julian Rd,Whitsett,North Carolina,37,27377,Foust Family Farms,www.FoustFamilyFarms.com,,,04/13/2014 to 08/10/2014,Thu: 9:00 AM - 4:00 PM;Sun: 10:00 AM - 3:00 PM;,"Am not always open on Thursdays, [during hot weather]. Please call ahead to confirm.",Bedding plants; Crafts and/or woodworking items; Eggs; Herbs; Fresh fruits; Fresh vegetables;,09/21/2014 to 12/28/2014,Sat: 10:00 AM - 3:00 PM;,Open every other Saturday.  Please call ahead as day/times can change. Firewood available Dec. - Feb.,Crafts and/or woodworking items; Fresh vegetables; Honey; Nuts;,,,,,,,,,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
4013040,,2014-08-02 19:58:23,2014-08-02 19:58:23,669 Wright Road,Tabor City,North Carolina,37,28463,Fowler Farms Fresh Produce,,,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 6:00 PM;Tue: 8:00 AM - 6:00 PM;Wed: 8:00 AM - 6:00 PM;Thu: 8:00 AM - 6:00 PM;Fri: 8:00 AM - 6:00 PM;Sat: 8:00 AM - 6:00 PM;,Our market is closed on Sunday.,Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruits; Fresh vegetables; Nuts;,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017424,2014-09-10 10:51:00,2014-09-10 10:54:40,,6091 Pope Road,Sandoval,Illinois,17,62882,"Fox River Farm, LLC",www.foxriverfarm.net,facebook.com/foxriverfarm,https://www.twitter.com/foxriverfarm,01/01/2014 to 12/31/2014,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
4004226,,2014-08-10 08:34:25,2014-08-10 08:34:25,1927 Cumberland Road,Bedford,Pennsylvania,42,15522,Foxtail Farmstead LLC,www.foxtailfarmstead.com,,,01/01/2014 to 12/31/2014,,Please call in advance to make sure we are available,Poultry products; Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,1,0
4017365,2014-08-31 15:49:24,2014-08-31 16:01:54,2014-08-31 16:01:54,3147 Griffis Hill Road,Montrose,Pennsylvania,42,18801,Foxy Farms,http://www.localharvest.org/foxy-farms-M38482,,,01/01/2014 to 12/31/2014,,Hours by chance or call first,Cut flowers; Eggs; Fresh fruits; Fresh vegetables; Grains and/or flour; Maple products;,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4001089,,2014-09-17 18:19:45,2014-09-17 18:19:45,1980 Summit Dr,Escondido,California,06,92027,Fran's Original Farm Stand,http://www.thefarmstandwest.com/,http://www.facebook.com/FransOriginalFarmStand,http://twitter.com/FarmstandWest,04/01/2014 to 10/31/2014,Tue: 12:00 PM - 6:00 PM;Wed: 12:00 PM - 6:00 PM;Thu: 12:00 PM - 6:00 PM;Fri: 12:00 PM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,,Baked goods; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Juices; Nuts;,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4016808,,2014-07-31 11:09:46,2014-07-31 11:09:46,8249 Deans Hill Road,Berrien Center,Michigan,26,49102,Frank Farms,www.frankfarms.com,https://www.facebook.com/pages/Frank-Farms/321419985624,,05/15/2014 to 11/15/2014,Mon: 7:00 AM - 7:00 PM;Tue: 7:00 AM - 7:00 PM;Wed: 7:00 AM - 7:00 PM;Thu: 7:00 AM - 7:00 PM;Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 7:00 PM;Sun: 7:00 AM - 7:00 PM;,We are open everyday including Holidays,Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,1,0
4003668,,2014-07-30 14:33:12,2014-07-30 14:33:12,Ballground Road,Chatsworth,Georgia,13,30705,"Freedom Farms, Open by Appointment Only - Call 770-419-0067",www.freedomfruit.net,,,07/31/2014 to 10/31/2014,Sat: 8:00 AM - 12:00 PM;,Open by Appointment Only - Over 100 varieties of Apples available during season.,Canned or preserved food; Fresh fruits;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celebrations/ corporate events; Pick Your Own/U-Pick operation;  Other: Quail & Pheasant Hunts available by Reservation Only;,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4003404,,2014-07-23 13:03:11,2014-07-23 13:03:11,PO Box 314,Valley Ford,California,06,94972,Freestone Ranch,freestoneranch.com,,,01/01/2014 to 12/31/2014,,,Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  ",1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4012682,,2014-07-26 20:03:14,2014-07-26 20:03:14,23700 E 42nd Avenue,Aurora,Colorado,08,80019,Fresh Start Family Farms LLC.,http://www.freshstartfamilyfarms.com,https://www.facebook.com/pages/Fresh-Start-Family-Farms/199168826774078?ref=hl,,01/01/2014 to 12/31/2014,Mon: 7:00 AM - 5:00 PM;Tue: 7:00 AM - 5:00 PM;Wed: 7:00 AM - 5:00 PM;Thu: 7:00 AM - 5:00 PM;Fri: 7:00 AM - 5:00 PM;Sat: 7:00 AM - 5:00 PM;,We are closed on Sundays. Please call prior to coming to ensure we will be available,Eggs;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4016800,,2014-07-28 11:56:28,2014-07-28 11:56:28,2331 Red Ember Road,Oviedo,Florida,12,32765,Fresh Start Farm Inc,,,,09/01/2013 to 06/11/2014,,Please call for appointment 407/359-8933,Canned or preserved food; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,0,0,0
4001268,,2014-08-13 11:50:11,2014-08-13 11:50:11,Friesian Lane,Lakeview,Michigan,26,48850,Fresh Whole Rabbit,www.catalayarabbitry.weebly.com,https://www.facebook.com/catalayasrabbitry,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Wed: 8:00 AM - 8:00 PM;Thu: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 8:00 PM;Sun: 8:00 AM - 8:00 PM;,,Baked goods; Canned or preserved food; Eggs; Herbs; Fresh vegetables; Pet food; Poultry products; Soap;,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4016796,,2014-08-15 09:59:20,2014-08-15 09:59:20,3728 S. Morey Road,Lake City,Michigan,26,49651,Friends Farm,friendsministry.net,https://www.facebook.com/FriendsMinistryLC,,06/01/2014 to 10/18/2014,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 2:00 PM;,"We have a self- serve market out by the road, that is open 24 hours. We also have produce for sale in our ""Just As Nice"" Thrift Store , during store hours.",Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,0,0
4004144,,2014-08-13 11:13:45,2014-08-13 11:13:45,11966 Fruit Ridge Ave.,Kent City,Michigan,26,49330,Fruit Ridge Hayrides LLC,www.fruitridgehayrides.com,https://www.facebook.com/fruitridge.hayrides,,09/20/2014 to 11/02/2014,Fri: 5:00 PM - 9:00 PM;Sat: 12:00 PM - 9:00 PM;Sun: 12:00 PM - 5:00 PM;,Open other days and times for groups by reservation.  616-887-5052,Fresh fruits; Fresh vegetables; Juices; Prepared foods;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Pick Your Own/U-Pick operation; Hay rides; Corn maze; Petting zoo; Pony rides; ",1,1,1,1,1,0,0,1,1,1,1,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,0
